1622484338.581,1622484424.0761385
1622484338.506,1622484424.076408
1622484338.506,1622484425.080767
1622484338.581,1622484425.08076
1622484338.506,1622484426.085146
1622484338.581,1622484426.0851529
1622484338.582,1622484427.0870728
1622484338.507,1622484427.0870733
1622484338.582,1622484428.092095
1622484338.507,1622484428.0923965
1622484338.507,1622484429.0973036
1622484338.582,1622484429.0972683
1622484338.507,1622484430.1020374
1622484338.582,1622484430.1029506
1622484338.508,1622484431.1066945
1622484338.583,1622484431.107045
1622484338.508,1622484432.111001
1622484338.583,1622484432.1109955
1622484338.508,1622484433.1150236
1622484338.583,1622484433.1172526
1622484338.508,1622484434.1189706
1622484338.583,1622484434.1214757
1622484338.509,1622484435.12298
1622484338.584,1622484435.126582
1622484338.509,1622484436.128018
1622484338.584,1622484436.1323256
1622484338.509,1622484437.1303823
1622484338.584,1622484437.134465
1622484338.509,1622484438.1349492
1622484338.585,1622484438.1393523
1622484338.51,1622484439.136954
1622484338.585,1622484439.1402192
1622484338.51,1622484440.138988
1622484338.585,1622484440.1424956
1622484338.51,1622484441.1441665
1622484338.585,1622484441.1470208
1622484338.51,1622484442.1487362
1622484338.586,1622484442.1510508
1622484338.511,1622484443.1539536
1622484338.586,1622484443.15646
1622484338.511,1622484444.1589916
1622484338.586,1622484444.1616304
1622484338.511,1622484445.1629603
1622484338.586,1622484445.1657958
1622484338.511,1622484446.167065
1622484338.587,1622484446.1704643
1622484338.511,1622484447.1709542
1622484338.587,1622484447.1747901
1622484338.512,1622484448.174959
1622484338.587,1622484448.1789691
1622484338.512,1622484449.1790457
1622484338.587,1622484449.1840913
1622484338.512,1622484450.1830301
1622484338.588,1622484450.1875806
1622484338.512,1622484451.187055
1622484338.588,1622484451.1910408
1622484338.513,1622484452.1922035
1622484338.588,1622484452.1959052
1622484338.513,1622484453.197309
1622484338.588,1622484453.2008424
1622484338.513,1622484454.202123
1622484338.588,1622484454.2051384
1622484338.513,1622484455.206741
1622484338.589,1622484455.2095358
1622484338.514,1622484456.21109
1622484338.589,1622484456.2138677
1622484338.514,1622484457.2162611
1622484338.589,1622484457.2190547
1622484338.514,1622484458.2212203
1622484338.589,1622484458.223022
1622484338.514,1622484459.226293
1622484338.59,1622484459.2270203
1622484338.515,1622484460.231012
1622484338.59,1622484460.2310505
1622484338.59,1622484461.2374034
1622484338.515,1622484461.2373915
1622484338.59,1622484462.2421398
1622484338.515,1622484462.2423573
1622484338.591,1622484463.2465456
1622484338.515,1622484463.2467303
1622484338.591,1622484464.2509902
1622484338.515,1622484464.2509913
1622484338.516,1622484465.2563283
1622484338.591,1622484465.2563283
1622484338.516,1622484466.2590244
1622484338.591,1622484466.2595327
1622484338.591,1622484467.2630162
1622484338.516,1622484467.263521
1622484338.592,1622484468.2670972
1622484338.516,1622484468.2670965
1622484338.517,1622484469.272359
1622484338.592,1622484469.2723067
1622484338.517,1622484470.2773964
1622484338.592,1622484470.27755
1622484338.517,1622484471.282466
1622484338.592,1622484471.2824657
1622484338.517,1622484472.2874534
1622484338.593,1622484472.2874854
1622484338.517,1622484473.2924144
1622484338.593,1622484473.2924135
1622484338.518,1622484474.29443
1622484338.593,1622484474.2944586
1622484338.593,1622484475.298986
1622484338.518,1622484475.2989862
1622484338.593,1622484476.303551
1622484338.518,1622484476.3036659
1622484338.594,1622484477.3086097
1622484338.594,1622484478.3136747
1622484338.594,1622484479.3183768
1622484338.594,1622484480.322984
1622484338.594,1622484481.325102
1622484338.494,1622484482.3301713
