1622484338.494,1622484340.2030458
1622484338.493,1622484340.2162526
1622484338.493,1622484340.229557
1622484338.493,1622484341.2240508
1622484338.57,1622484383.90517
1622484338.495,1622484383.9061446
1622484338.57,1622484384.9134905
1622484338.495,1622484384.9144435
1622484338.571,1622484385.918363
1622484338.495,1622484385.9190257
1622484338.496,1622484386.9230416
1622484338.571,1622484386.9230115
1622484338.571,1622484387.9270484
1622484338.496,1622484387.9270365
1622484338.496,1622484388.9310422
1622484338.571,1622484388.931005
1622484338.497,1622484389.93505
1622484338.572,1622484389.9350498
1622484338.497,1622484390.9390426
1622484338.572,1622484390.9390178
1622484338.497,1622484391.9430318
1622484338.572,1622484391.943027
1622484338.572,1622484392.9471
1622484338.497,1622484392.9476936
1622484338.573,1622484393.9521692
1622484338.498,1622484393.952567
1622484338.573,1622484394.95671
1622484338.498,1622484394.956879
1622484338.573,1622484395.961206
1622484338.498,1622484395.9612057
1622484338.574,1622484396.9648395
1622484338.499,1622484396.9656777
1622484338.574,1622484397.9695199
1622484338.499,1622484397.9702985
1622484338.574,1622484398.9746711
1622484338.499,1622484398.975037
1622484338.5,1622484399.979055
1622484338.574,1622484399.9790456
1622484338.5,1622484400.9829454
1622484338.575,1622484400.9830136
1622484338.5,1622484401.9870636
1622484338.575,1622484401.987063
1622484338.575,1622484402.9910293
1622484338.5,1622484402.9910285
1622484338.575,1622484403.9950292
1622484338.501,1622484403.9949663
1622484338.576,1622484404.9989805
1622484338.501,1622484404.999027
1622484338.576,1622484406.0029716
1622484338.501,1622484406.0030248
1622484338.576,1622484407.0070374
1622484338.502,1622484407.0070324
1622484338.502,1622484408.0110989
1622484338.577,1622484408.011099
1622484338.502,1622484409.0160975
1622484338.577,1622484409.0160973
1622484338.577,1622484410.0205612
1622484338.502,1622484410.0205226
1622484338.503,1622484411.0250049
1622484338.577,1622484411.0250046
1622484338.503,1622484412.0300217
1622484338.578,1622484412.0300195
1622484338.503,1622484413.0349753
1622484338.578,1622484413.0349808
1622484338.503,1622484414.0390148
1622484338.578,1622484414.038967
1622484338.504,1622484415.0430572
1622484338.578,1622484415.043057
1622484338.579,1622484416.0469067
1622484338.504,1622484416.0469494
1622484338.504,1622484417.048948
1622484338.579,1622484417.048933
1622484338.504,1622484418.0510375
1622484338.579,1622484418.0513797
1622484338.58,1622484419.0550256
1622484338.505,1622484419.055499
1622484338.505,1622484420.0589395
1622484338.58,1622484420.058945
1622484338.505,1622484421.061103
1622484338.58,1622484421.0611033
1622484338.505,1622484422.0661607
1622484338.58,1622484422.0661159
1622484338.581,1622484423.0710862
1622484338.506,1622484423.0714083
